performance_id,portfolio_id,as_of_date,beginning_value,ending_value,return_amount,return_percent
PERF100717,P10060,2026-05-28,1508909.93,1495731.51,-13178.42,-0.8734
PERF100718,P10060,2026-06-27,1495731.51,1495584.87,-146.64,-0.0098
PERF100719,P10060,2026-07-27,1495584.87,1454640.18,-40944.69,-2.7377
PERF100720,P10060,2026-08-26,1454640.18,1521702.36,67062.18,4.6102
PERF100721,P10061,2025-09-30,1930025.92,2019711.68,89685.76,4.6469
PERF100722,P10061,2025-10-30,2019711.68,2126828.25,107116.57,5.3036
PERF100723,P10061,2025-11-29,2126828.25,2161870.81,35042.56,1.6476
PERF100724,P10061,2025-12-29,2161870.81,2119200.81,-42670.0,-1.9738
PERF100725,P10061,2026-01-28,2119200.81,2117645.07,-1555.74,-0.0734
PERF100726,P10061,2026-02-27,2117645.07,2069988.75,-47656.32,-2.2504
PERF100727,P10061,2026-03-29,2069988.75,2053639.59,-16349.16,-0.7898
PERF100728,P10061,2026-04-28,2053639.59,2072905.1,19265.51,0.9381
PERF100729,P10061,2026-05-28,2072905.1,2012156.63,-60748.47,-2.9306
PERF100730,P10061,2026-06-27,2012156.63,2020448.45,8291.82,0.4121
PERF100731,P10061,2026-07-27,2020448.45,2026306.16,5857.71,0.2899
PERF100732,P10061,2026-08-26,2026306.16,2043693.52,17387.36,0.8581
PERF100733,P10062,2025-09-30,1968703.55,1913428.11,-55275.44,-2.8077
PERF100734,P10062,2025-10-30,1913428.11,1889802.97,-23625.14,-1.2347
PERF100735,P10062,2025-11-29,1889802.97,1865600.46,-24202.51,-1.2807
PERF100736,P10062,2025-12-29,1865600.46,1905250.13,39649.67,2.1253
PERF100737,P10062,2026-01-28,1905250.13,1940387.85,35137.72,1.8443
PERF100738,P10062,2026-02-27,1940387.85,1906623.82,-33764.03,-1.7401
PERF100739,P10062,2026-03-29,1906623.82,1858248.03,-48375.79,-2.5372
PERF100740,P10062,2026-04-28,1858248.03,1844161.06,-14086.97,-0.7581
PERF100741,P10062,2026-05-28,1844161.06,1937095.92,92934.86,5.0394
PERF100742,P10062,2026-06-27,1937095.92,1927215.86,-9880.06,-0.51
PERF100743,P10062,2026-07-27,1927215.86,1967335.28,40119.42,2.0817
PERF100744,P10062,2026-08-26,1967335.28,2040848.46,73513.18,3.7367
PERF100745,P10063,2025-09-30,101372.55,100831.09,-541.46,-0.5341
PERF100746,P10063,2025-10-30,100831.09,100339.67,-491.42,-0.4874
PERF100747,P10063,2025-11-29,100339.67,104191.99,3852.32,3.8393
PERF100748,P10063,2025-12-29,104191.99,108605.12,4413.13,4.2356
PERF100749,P10063,2026-01-28,108605.12,114326.47,5721.35,5.268
PERF100750,P10063,2026-02-27,114326.47,111725.68,-2600.79,-2.2749
PERF100751,P10063,2026-03-29,111725.68,111039.67,-686.01,-0.614
PERF100752,P10063,2026-04-28,111039.67,116619.98,5580.31,5.0255
PERF100753,P10063,2026-05-28,116619.98,114646.38,-1973.6,-1.6923
PERF100754,P10063,2026-06-27,114646.38,113875.55,-770.83,-0.6724
PERF100755,P10063,2026-07-27,113875.55,119775.64,5900.09,5.1812
PERF100756,P10063,2026-08-26,119775.64,126026.16,6250.52,5.2185
PERF100757,P10064,2025-09-30,146744.18,145457.28,-1286.9,-0.877
PERF100758,P10064,2025-10-30,145457.28,149464.08,4006.8,2.7546
PERF100759,P10064,2025-11-29,149464.08,150837.75,1373.67,0.9191
PERF100760,P10064,2025-12-29,150837.75,153376.22,2538.47,1.6829
PERF100761,P10064,2026-01-28,153376.22,151354.44,-2021.78,-1.3182
PERF100762,P10064,2026-02-27,151354.44,151179.62,-174.82,-0.1155
PERF100763,P10064,2026-03-29,151179.62,156997.69,5818.07,3.8484
PERF100764,P10064,2026-04-28,156997.69,157054.86,57.17,0.0364
PERF100765,P10064,2026-05-28,157054.86,153167.74,-3887.12,-2.475
PERF100766,P10064,2026-06-27,153167.74,155579.6,2411.86,1.5747
PERF100767,P10064,2026-07-27,155579.6,158426.77,2847.17,1.83
PERF100768,P10064,2026-08-26,158426.77,160661.64,2234.87,1.4107
PERF100769,P10065,2025-09-30,2208932.51,2267147.02,58214.51,2.6354
PERF100770,P10065,2025-10-30,2267147.02,2300040.88,32893.86,1.4509
PERF100771,P10065,2025-11-29,2300040.88,2416814.91,116774.03,5.077
PERF100772,P10065,2025-12-29,2416814.91,2432635.38,15820.47,0.6546
PERF100773,P10065,2026-01-28,2432635.38,2502581.03,69945.65,2.8753
PERF100774,P10065,2026-02-27,2502581.03,2513744.91,11163.88,0.4461
PERF100775,P10065,2026-03-29,2513744.91,2491673.75,-22071.16,-0.878
PERF100776,P10065,2026-04-28,2491673.75,2559833.92,68160.17,2.7355
PERF100777,P10065,2026-05-28,2559833.92,2658917.16,99083.24,3.8707
PERF100778,P10065,2026-06-27,2658917.16,2756257.76,97340.6,3.6609
PERF100779,P10065,2026-07-27,2756257.76,2761281.71,5023.95,0.1823
PERF100780,P10065,2026-08-26,2761281.71,2788721.37,27439.66,0.9937
PERF100781,P10066,2025-09-30,838033.9,856470.85,18436.95,2.2
PERF100782,P10066,2025-10-30,856470.85,845149.94,-11320.91,-1.3218
PERF100783,P10066,2025-11-29,845149.94,865669.9,20519.96,2.428
PERF100784,P10066,2025-12-29,865669.9,891095.73,25425.83,2.9371
PERF100785,P10066,2026-01-28,891095.73,923190.24,32094.51,3.6017
PERF100786,P10066,2026-02-27,923190.24,897024.13,-26166.11,-2.8343
PERF100787,P10066,2026-03-29,897024.13,945609.7,48585.57,5.4163
PERF100788,P10066,2026-04-28,945609.7,953298.57,7688.87,0.8131
PERF100789,P10066,2026-05-28,953298.57,954320.94,1022.37,0.1072
PERF100790,P10066,2026-06-27,954320.94,964432.1,10111.16,1.0595
PERF100791,P10066,2026-07-27,964432.1,1010566.0,46133.9,4.7835
PERF100792,P10066,2026-08-26,1010566.0,1038107.76,27541.76,2.7254
PERF100793,P10067,2025-09-30,2207223.04,2237965.39,30742.35,1.3928
PERF100794,P10067,2025-10-30,2237965.39,2318901.15,80935.76,3.6165
PERF100795,P10067,2025-11-29,2318901.15,2312773.81,-6127.34,-0.2642
PERF100796,P10067,2025-12-29,2312773.81,2418225.05,105451.24,4.5595
PERF100797,P10067,2026-01-28,2418225.05,2450439.53,32214.48,1.3322
PERF100798,P10067,2026-02-27,2450439.53,2505418.16,54978.63,2.2436
PERF100799,P10067,2026-03-29,2505418.16,2436890.9,-68527.26,-2.7352
PERF100800,P10067,2026-04-28,2436890.9,2520246.86,83355.96,3.4206
PERF100801,P10067,2026-05-28,2520246.86,2581196.88,60950.02,2.4184
PERF100802,P10067,2026-06-27,2581196.88,2573326.28,-7870.6,-0.3049
PERF100803,P10067,2026-07-27,2573326.28,2633104.61,59778.33,2.323
PERF100804,P10067,2026-08-26,2633104.61,2551443.35,-81661.26,-3.1013
PERF100805,P10068,2025-09-30,305568.28,321923.74,16355.46,5.3525
PERF100806,P10068,2025-10-30,321923.74,330284.89,8361.15,2.5972
PERF100807,P10068,2025-11-29,330284.89,330603.81,318.92,0.0966
PERF100808,P10068,2025-12-29,330603.81,341428.26,10824.45,3.2741
PERF100809,P10068,2026-01-28,341428.26,359153.34,17725.08,5.1915
PERF100810,P10068,2026-02-27,359153.34,360496.93,1343.59,0.3741
PERF100811,P10068,2026-03-29,360496.93,348221.76,-12275.17,-3.4051
PERF100812,P10068,2026-04-28,348221.76,344142.85,-4078.91,-1.1714
PERF100813,P10068,2026-05-28,344142.85,347914.95,3772.1,1.0961
PERF100814,P10068,2026-06-27,347914.95,351982.7,4067.75,1.1692
PERF100815,P10068,2026-07-27,351982.7,358053.22,6070.52,1.7247
PERF100816,P10068,2026-08-26,358053.22,364058.2,6004.98,1.6771
PERF100817,P10069,2025-09-30,266110.04,267472.54,1362.5,0.512
PERF100818,P10069,2025-10-30,267472.54,267526.59,54.05,0.0202
PERF100819,P10069,2025-11-29,267526.59,276759.15,9232.56,3.4511
PERF100820,P10069,2025-12-29,276759.15,281733.37,4974.22,1.7973
PERF100821,P10069,2026-01-28,281733.37,284562.51,2829.14,1.0042
PERF100822,P10069,2026-02-27,284562.51,283437.65,-1124.86,-0.3953
PERF100823,P10069,2026-03-29,283437.65,274143.91,-9293.74,-3.2789
PERF100824,P10069,2026-04-28,274143.91,267128.41,-7015.5,-2.5591
PERF100825,P10069,2026-05-28,267128.41,267779.61,651.2,0.2438
PERF100826,P10069,2026-06-27,267779.61,281585.12,13805.51,5.1555
PERF100827,P10069,2026-07-27,281585.12,274671.15,-6913.97,-2.4554
PERF100828,P10069,2026-08-26,274671.15,288311.55,13640.4,4.9661
PERF100829,P10070,2025-09-30,1938002.63,1894883.56,-43119.07,-2.2249
PERF100830,P10070,2025-10-30,1894883.56,1881752.27,-13131.29,-0.693
PERF100831,P10070,2025-11-29,1881752.27,1893005.03,11252.76,0.598
PERF100832,P10070,2025-12-29,1893005.03,1861993.93,-31011.1,-1.6382
PERF100833,P10070,2026-01-28,1861993.93,1877752.62,15758.69,0.8463
PERF100834,P10070,2026-02-27,1877752.62,1892501.67,14749.05,0.7855
PERF100835,P10070,2026-03-29,1892501.67,1900894.79,8393.12,0.4435
PERF100836,P10070,2026-04-28,1900894.79,1953566.1,52671.31,2.7709
PERF100837,P10070,2026-05-28,1953566.1,1941262.25,-12303.85,-0.6298
PERF100838,P10070,2026-06-27,1941262.25,1925778.29,-15483.96,-0.7976
PERF100839,P10070,2026-07-27,1925778.29,1998797.51,73019.22,3.7917
PERF100840,P10070,2026-08-26,1998797.51,1949542.49,-49255.02,-2.4642
PERF100841,P10071,2025-09-30,1240677.71,1292074.27,51396.56,4.1426
PERF100842,P10071,2025-10-30,1292074.27,1322201.94,30127.67,2.3317
PERF100843,P10071,2025-11-29,1322201.94,1356503.22,34301.28,2.5943
PERF100844,P10071,2025-12-29,1356503.22,1329090.82,-27412.4,-2.0208
PERF100845,P10071,2026-01-28,1329090.82,1400265.02,71174.2,5.3551
PERF100846,P10071,2026-02-27,1400265.02,1381994.59,-18270.43,-1.3048
PERF100847,P10071,2026-03-29,1381994.59,1355323.19,-26671.4,-1.9299
PERF100848,P10071,2026-04-28,1355323.19,1327420.09,-27903.1,-2.0588
PERF100849,P10071,2026-05-28,1327420.09,1347844.31,20424.22,1.5386
PERF100850,P10071,2026-06-27,1347844.31,1416937.01,69092.7,5.1262
PERF100851,P10071,2026-07-27,1416937.01,1396911.44,-20025.57,-1.4133
PERF100852,P10071,2026-08-26,1396911.44,1398942.93,2031.49,0.1454
PERF100853,P10072,2025-09-30,736135.91,722591.49,-13544.42,-1.8399
PERF100854,P10072,2025-10-30,722591.49,738953.2,16361.71,2.2643
PERF100855,P10072,2025-11-29,738953.2,741829.28,2876.08,0.3892
PERF100856,P10072,2025-12-29,741829.28,717814.27,-24015.01,-3.2373
PERF100857,P10072,2026-01-28,717814.27,732364.1,14549.83,2.027
PERF100858,P10072,2026-02-27,732364.1,719737.56,-12626.54,-1.7241
PERF100859,P10072,2026-03-29,719737.56,732907.52,13169.96,1.8298
PERF100860,P10072,2026-04-28,732907.52,732904.02,-3.5,-0.0005
PERF100861,P10072,2026-05-28,732904.02,753737.7,20833.68,2.8426
PERF100862,P10072,2026-06-27,753737.7,741316.56,-12421.14,-1.6479
PERF100863,P10072,2026-07-27,741316.56,765564.5,24247.94,3.2709
PERF100864,P10072,2026-08-26,765564.5,794491.88,28927.38,3.7786
PERF100865,P10073,2025-09-30,1115531.06,1082768.74,-32762.32,-2.9369
PERF100866,P10073,2025-10-30,1082768.74,1054787.49,-27981.25,-2.5842
PERF100867,P10073,2025-11-29,1054787.49,1100647.69,45860.2,4.3478
PERF100868,P10073,2025-12-29,1100647.69,1080644.94,-20002.75,-1.8174
PERF100869,P10073,2026-01-28,1080644.94,1074527.02,-6117.92,-0.5661
PERF100870,P10073,2026-02-27,1074527.02,1081167.1,6640.08,0.618
PERF100871,P10073,2026-03-29,1081167.1,1068854.56,-12312.54,-1.1388
PERF100872,P10073,2026-04-28,1068854.56,1114427.62,45573.06,4.2637
PERF100873,P10073,2026-05-28,1114427.62,1128351.67,13924.05,1.2494
PERF100874,P10073,2026-06-27,1128351.67,1153761.89,25410.22,2.252
PERF100875,P10073,2026-07-27,1153761.89,1175368.82,21606.93,1.8727
PERF100876,P10073,2026-08-26,1175368.82,1198897.07,23528.25,2.0018
PERF100877,P10074,2025-09-30,1394310.61,1419171.76,24861.15,1.783
PERF100878,P10074,2025-10-30,1419171.76,1413939.58,-5232.18,-0.3687
PERF100879,P10074,2025-11-29,1413939.58,1472047.69,58108.11,4.1097
PERF100880,P10074,2025-12-29,1472047.69,1502316.88,30269.19,2.0563
PERF100881,P10074,2026-01-28,1502316.88,1559760.13,57443.25,3.8236
PERF100882,P10074,2026-02-27,1559760.13,1604274.05,44513.92,2.8539
PERF100883,P10074,2026-03-29,1604274.05,1591070.93,-13203.12,-0.823
PERF100884,P10074,2026-04-28,1591070.93,1623375.41,32304.48,2.0304
PERF100885,P10074,2026-05-28,1623375.41,1578939.85,-44435.56,-2.7372
PERF100886,P10074,2026-06-27,1578939.85,1542711.55,-36228.3,-2.2945
PERF100887,P10074,2026-07-27,1542711.55,1505081.03,-37630.52,-2.4392
PERF100888,P10074,2026-08-26,1505081.03,1493769.14,-11311.89,-0.7516
PERF100889,P10075,2025-09-30,582762.55,571966.29,-10796.26,-1.8526
PERF100890,P10075,2025-10-30,571966.29,587643.48,15677.19,2.7409
PERF100891,P10075,2025-11-29,587643.48,594092.42,6448.94,1.0974
PERF100892,P10075,2025-12-29,594092.42,595661.73,1569.31,0.2642
PERF100893,P10075,2026-01-28,595661.73,582204.57,-13457.16,-2.2592
PERF100894,P10075,2026-02-27,582204.57,581933.2,-271.37,-0.0466
PERF100895,P10075,2026-03-29,581933.2,571294.2,-10639.0,-1.8282
PERF100896,P10075,2026-04-28,571294.2,583974.16,12679.96,2.2195
PERF100897,P10075,2026-05-28,583974.16,599980.29,16006.13,2.7409
PERF100898,P10075,2026-06-27,599980.29,613823.88,13843.59,2.3073
PERF100899,P10075,2026-07-27,613823.88,647578.64,33754.76,5.4991
PERF100900,P10075,2026-08-26,647578.64,657254.85,9676.21,1.4942
PERF100901,P10076,2025-09-30,2488358.46,2510922.35,22563.89,0.9068
PERF100902,P10076,2025-10-30,2510922.35,2454744.7,-56177.65,-2.2373
PERF100903,P10076,2025-11-29,2454744.7,2438327.86,-16416.84,-0.6688
PERF100904,P10076,2025-12-29,2438327.86,2451958.33,13630.47,0.559
PERF100905,P10076,2026-01-28,2451958.33,2377970.52,-73987.81,-3.0175
PERF100906,P10076,2026-02-27,2377970.52,2371582.16,-6388.36,-0.2686
PERF100907,P10076,2026-03-29,2371582.16,2290622.3,-80959.86,-3.4137
PERF100908,P10076,2026-04-28,2290622.3,2238597.97,-52024.33,-2.2712
PERF100909,P10076,2026-05-28,2238597.97,2324491.71,85893.74,3.8369
PERF100910,P10076,2026-06-27,2324491.71,2444771.65,120279.94,5.1745
PERF100911,P10076,2026-07-27,2444771.65,2470415.89,25644.24,1.0489
PERF100912,P10076,2026-08-26,2470415.89,2494001.66,23585.77,0.9547
PERF100913,P10077,2025-09-30,1151440.2,1182094.65,30654.45,2.6623
PERF100914,P10077,2025-10-30,1182094.65,1184939.64,2844.99,0.2407
PERF100915,P10077,2025-11-29,1184939.64,1233036.65,48097.01,4.059
PERF100916,P10077,2025-12-29,1233036.65,1244112.96,11076.31,0.8983
PERF100917,P10077,2026-01-28,1244112.96,1209825.65,-34287.31,-2.756
PERF100918,P10077,2026-02-27,1209825.65,1170842.0,-38983.65,-3.2223
PERF100919,P10077,2026-03-29,1170842.0,1210059.46,39217.46,3.3495
PERF100920,P10077,2026-04-28,1210059.46,1199517.53,-10541.93,-0.8712
PERF100921,P10077,2026-05-28,1199517.53,1187206.6,-12310.93,-1.0263
PERF100922,P10077,2026-06-27,1187206.6,1203097.09,15890.49,1.3385
PERF100923,P10077,2026-07-27,1203097.09,1179202.15,-23894.94,-1.9861
PERF100924,P10077,2026-08-26,1179202.15,1186464.77,7262.62,0.6159
PERF100925,P10078,2025-09-30,390410.07,402835.51,12425.44,3.1827
PERF100926,P10078,2025-10-30,402835.51,416504.83,13669.32,3.3933
PERF100927,P10078,2025-11-29,416504.83,422533.89,6029.06,1.4475
PERF100928,P10078,2025-12-29,422533.89,412050.4,-10483.49,-2.4811
PERF100929,P10078,2026-01-28,412050.4,401863.94,-10186.46,-2.4721
PERF100930,P10078,2026-02-27,401863.94,415832.8,13968.86,3.476
PERF100931,P10078,2026-03-29,415832.8,432089.97,16257.17,3.9095
PERF100932,P10078,2026-04-28,432089.97,431233.38,-856.59,-0.1982
PERF100933,P10078,2026-05-28,431233.38,448066.57,16833.19,3.9035
PERF100934,P10078,2026-06-27,448066.57,434062.23,-14004.34,-3.1255
PERF100935,P10078,2026-07-27,434062.23,446957.45,12895.22,2.9708
PERF100936,P10078,2026-08-26,446957.45,453291.64,6334.19,1.4172
PERF100937,P10079,2025-09-30,911405.35,960693.98,49288.63,5.408
PERF100938,P10079,2025-10-30,960693.98,935924.87,-24769.11,-2.5783
PERF100939,P10079,2025-11-29,935924.87,973087.04,37162.17,3.9706
PERF100940,P10079,2025-12-29,973087.04,1004830.2,31743.16,3.2621
PERF100941,P10079,2026-01-28,1004830.2,996584.37,-8245.83,-0.8206
PERF100942,P10079,2026-02-27,996584.37,1051334.86,54750.49,5.4938
PERF100943,P10079,2026-03-29,1051334.86,1057091.88,5757.02,0.5476
PERF100944,P10079,2026-04-28,1057091.88,1053256.67,-3835.21,-0.3628
PERF100945,P10079,2026-05-28,1053256.67,1093812.92,40556.25,3.8506
PERF100946,P10079,2026-06-27,1093812.92,1098752.9,4939.98,0.4516
PERF100947,P10079,2026-07-27,1098752.9,1158586.8,59833.9,5.4456
PERF100948,P10079,2026-08-26,1158586.8,1198913.56,40326.76,3.4807
PERF100949,P10080,2025-09-30,652275.36,643355.59,-8919.77,-1.3675
PERF100950,P10080,2025-10-30,643355.59,667779.46,24423.87,3.7963
PERF100951,P10080,2025-11-29,667779.46,679741.49,11962.03,1.7913
PERF100952,P10080,2025-12-29,679741.49,677400.99,-2340.5,-0.3443
PERF100953,P10080,2026-01-28,677400.99,697023.84,19622.85,2.8968
PERF100954,P10080,2026-02-27,697023.84,712323.06,15299.22,2.1949
PERF100955,P10080,2026-03-29,712323.06,698032.68,-14290.38,-2.0062
PERF100956,P10080,2026-04-28,698032.68,682348.69,-15683.99,-2.2469
PERF100957,P10080,2026-05-28,682348.69,671155.28,-11193.41,-1.6404
PERF100958,P10080,2026-06-27,671155.28,660165.01,-10990.27,-1.6375
PERF100959,P10080,2026-07-27,660165.01,640585.97,-19579.04,-2.9658
PERF100960,P10080,2026-08-26,640585.97,638390.93,-2195.04,-0.3427
PERF100961,P10081,2025-09-30,270383.41,267760.06,-2623.35,-0.9702
PERF100962,P10081,2025-10-30,267760.06,271371.92,3611.86,1.3489
PERF100963,P10081,2025-11-29,271371.92,269778.65,-1593.27,-0.5871
PERF100964,P10081,2025-12-29,269778.65,277430.88,7652.23,2.8365
PERF100965,P10081,2026-01-28,277430.88,274945.1,-2485.78,-0.896
PERF100966,P10081,2026-02-27,274945.1,271937.44,-3007.66,-1.0939
PERF100967,P10081,2026-03-29,271937.44,283419.05,11481.61,4.2222
PERF100968,P10081,2026-04-28,283419.05,298636.94,15217.89,5.3694
PERF100969,P10081,2026-05-28,298636.94,306442.4,7805.46,2.6137
PERF100970,P10081,2026-06-27,306442.4,298343.21,-8099.19,-2.643
PERF100971,P10081,2026-07-27,298343.21,313752.48,15409.27,5.1649
PERF100972,P10081,2026-08-26,313752.48,324957.27,11204.79,3.5712
PERF100973,P10082,2025-09-30,649460.28,680432.51,30972.23,4.7689
PERF100974,P10082,2025-10-30,680432.51,717396.16,36963.65,5.4324
PERF100975,P10082,2025-11-29,717396.16,748268.79,30872.63,4.3034
PERF100976,P10082,2025-12-29,748268.79,730624.56,-17644.23,-2.358
PERF100977,P10082,2026-01-28,730624.56,762002.76,31378.2,4.2947
PERF100978,P10082,2026-02-27,762002.76,752455.59,-9547.17,-1.2529
PERF100979,P10082,2026-03-29,752455.59,774296.02,21840.43,2.9026
PERF100980,P10082,2026-04-28,774296.02,804929.77,30633.75,3.9563
PERF100981,P10082,2026-05-28,804929.77,831921.18,26991.41,3.3533
PERF100982,P10082,2026-06-27,831921.18,853435.59,21514.41,2.5861
PERF100983,P10082,2026-07-27,853435.59,861160.28,7724.69,0.9051
PERF100984,P10082,2026-08-26,861160.28,875772.7,14612.42,1.6968
PERF100985,P10083,2025-09-30,2163124.96,2139729.78,-23395.18,-1.0815
PERF100986,P10083,2025-10-30,2139729.78,2144608.92,4879.14,0.228
PERF100987,P10083,2025-11-29,2144608.92,2156788.7,12179.78,0.5679
PERF100988,P10083,2025-12-29,2156788.7,2204295.2,47506.5,2.2026
PERF100989,P10083,2026-01-28,2204295.2,2301749.86,97454.66,4.4211
PERF100990,P10083,2026-02-27,2301749.86,2240473.9,-61275.96,-2.6621
PERF100991,P10083,2026-03-29,2240473.9,2266026.98,25553.08,1.1405
PERF100992,P10083,2026-04-28,2266026.98,2243458.06,-22568.92,-0.996
PERF100993,P10083,2026-05-28,2243458.06,2353993.8,110535.74,4.927
PERF100994,P10083,2026-06-27,2353993.8,2349795.23,-4198.57,-0.1784
PERF100995,P10083,2026-07-27,2349795.23,2468513.62,118718.39,5.0523
PERF100996,P10083,2026-08-26,2468513.62,2454828.27,-13685.35,-0.5544
PERF100997,P10084,2025-09-30,671211.12,647868.13,-23342.99,-3.4777
PERF100998,P10084,2025-10-30,647868.13,670331.13,22463.0,3.4672
PERF100999,P10084,2025-11-29,670331.13,691074.64,20743.51,3.0945
PERF101000,P10084,2025-12-29,691074.64,712348.59,21273.95,3.0784
PERF101001,P10084,2026-01-28,712348.59,716808.2,4459.61,0.626
PERF101002,P10084,2026-02-27,716808.2,734565.65,17757.45,2.4773
PERF101003,P10084,2026-03-29,734565.65,732538.28,-2027.37,-0.276
PERF101004,P10084,2026-04-28,732538.28,711074.73,-21463.55,-2.93
PERF101005,P10084,2026-05-28,711074.73,720388.53,9313.8,1.3098
PERF101006,P10084,2026-06-27,720388.53,709297.93,-11090.6,-1.5395
PERF101007,P10084,2026-07-27,709297.93,711899.55,2601.62,0.3668
PERF101008,P10084,2026-08-26,711899.55,700556.59,-11342.96,-1.5933
PERF101009,P10085,2025-09-30,614168.34,607515.86,-6652.48,-1.0832
PERF101010,P10085,2025-10-30,607515.86,631543.67,24027.81,3.9551
PERF101011,P10085,2025-11-29,631543.67,628637.28,-2906.39,-0.4602
PERF101012,P10085,2025-12-29,628637.28,639332.93,10695.65,1.7014
PERF101013,P10085,2026-01-28,639332.93,649532.07,10199.14,1.5953
PERF101014,P10085,2026-02-27,649532.07,655170.28,5638.21,0.868
PERF101015,P10085,2026-03-29,655170.28,652508.04,-2662.24,-0.4063
PERF101016,P10085,2026-04-28,652508.04,669753.61,17245.57,2.643
PERF101017,P10085,2026-05-28,669753.61,649230.24,-20523.37,-3.0643
PERF101018,P10085,2026-06-27,649230.24,632325.41,-16904.83,-2.6038
PERF101019,P10085,2026-07-27,632325.41,654804.63,22479.22,3.555
PERF101020,P10085,2026-08-26,654804.63,658970.73,4166.1,0.6362
PERF101021,P10086,2025-09-30,2345234.18,2289373.86,-55860.32,-2.3819
PERF101022,P10086,2025-10-30,2289373.86,2385959.44,96585.58,4.2189
PERF101023,P10086,2025-11-29,2385959.44,2397210.99,11251.55,0.4716
PERF101024,P10086,2025-12-29,2397210.99,2313454.44,-83756.55,-3.4939
PERF101025,P10086,2026-01-28,2313454.44,2431956.19,118501.75,5.1223
PERF101026,P10086,2026-02-27,2431956.19,2391120.33,-40835.86,-1.6791
PERF101027,P10086,2026-03-29,2391120.33,2455616.66,64496.33,2.6973
PERF101028,P10086,2026-04-28,2455616.66,2398823.59,-56793.07,-2.3128
PERF101029,P10086,2026-05-28,2398823.59,2455195.34,56371.75,2.35
PERF101030,P10086,2026-06-27,2455195.34,2404392.37,-50802.97,-2.0692
PERF101031,P10086,2026-07-27,2404392.37,2522076.08,117683.71,4.8945
PERF101032,P10086,2026-08-26,2522076.08,2496002.23,-26073.85,-1.0338
PERF101033,P10087,2025-09-30,1234410.46,1263928.81,29518.35,2.3913
PERF101034,P10087,2025-10-30,1263928.81,1248173.98,-15754.83,-1.2465
PERF101035,P10087,2025-11-29,1248173.98,1246259.21,-1914.77,-0.1534
PERF101036,P10087,2025-12-29,1246259.21,1304013.38,57754.17,4.6342
PERF101037,P10087,2026-01-28,1304013.38,1277799.13,-26214.25,-2.0103
PERF101038,P10087,2026-02-27,1277799.13,1278656.2,857.07,0.0671
PERF101039,P10087,2026-03-29,1278656.2,1269060.95,-9595.25,-0.7504
PERF101040,P10087,2026-04-28,1269060.95,1304530.85,35469.9,2.795
PERF101041,P10087,2026-05-28,1304530.85,1286362.58,-18168.27,-1.3927
PERF101042,P10087,2026-06-27,1286362.58,1317227.14,30864.56,2.3994
PERF101043,P10087,2026-07-27,1317227.14,1354547.9,37320.76,2.8333
PERF101044,P10087,2026-08-26,1354547.9,1307271.15,-47276.75,-3.4902
PERF101045,P10088,2025-09-30,2037992.79,2054118.62,16125.83,0.7913
PERF101046,P10088,2025-10-30,2054118.62,2006756.77,-47361.85,-2.3057
PERF101047,P10088,2025-11-29,2006756.77,1977372.19,-29384.58,-1.4643
PERF101048,P10088,2025-12-29,1977372.19,2029176.27,51804.08,2.6198
PERF101049,P10088,2026-01-28,2029176.27,1959851.14,-69325.13,-3.4164
PERF101050,P10088,2026-02-27,1959851.14,2013950.36,54099.22,2.7604
PERF101051,P10088,2026-03-29,2013950.36,2091567.63,77617.27,3.854
PERF101052,P10088,2026-04-28,2091567.63,2204374.12,112806.49,5.3934
PERF101053,P10088,2026-05-28,2204374.12,2211005.44,6631.32,0.3008
PERF101054,P10088,2026-06-27,2211005.44,2159921.85,-51083.59,-2.3104
PERF101055,P10088,2026-07-27,2159921.85,2098093.11,-61828.74,-2.8625
PERF101056,P10088,2026-08-26,2098093.11,2096994.32,-1098.79,-0.0524
PERF101057,P10089,2025-09-30,332633.95,342868.67,10234.72,3.0769
PERF101058,P10089,2025-10-30,342868.67,334028.98,-8839.69,-2.5782
PERF101059,P10089,2025-11-29,334028.98,331758.13,-2270.85,-0.6798
PERF101060,P10089,2025-12-29,331758.13,346451.37,14693.24,4.4289
PERF101061,P10089,2026-01-28,346451.37,338601.35,-7850.02,-2.2658
PERF101062,P10089,2026-02-27,338601.35,350320.83,11719.48,3.4611
PERF101063,P10089,2026-03-29,350320.83,361805.82,11484.99,3.2784
PERF101064,P10089,2026-04-28,361805.82,353478.19,-8327.63,-2.3017
PERF101065,P10089,2026-05-28,353478.19,372694.9,19216.71,5.4365
PERF101066,P10089,2026-06-27,372694.9,364442.23,-8252.67,-2.2143
PERF101067,P10089,2026-07-27,364442.23,369087.32,4645.09,1.2746
PERF101068,P10089,2026-08-26,369087.32,356450.78,-12636.54,-3.4237
PERF101069,P10090,2025-09-30,1116588.7,1142830.57,26241.87,2.3502
PERF101070,P10090,2025-10-30,1142830.57,1148097.82,5267.25,0.4609
PERF101071,P10090,2025-11-29,1148097.82,1182562.43,34464.61,3.0019
PERF101072,P10090,2025-12-29,1182562.43,1208019.69,25457.26,2.1527
PERF101073,P10090,2026-01-28,1208019.69,1182196.66,-25823.03,-2.1376
PERF101074,P10090,2026-02-27,1182196.66,1184624.76,2428.1,0.2054
PERF101075,P10090,2026-03-29,1184624.76,1216361.99,31737.23,2.6791
PERF101076,P10090,2026-04-28,1216361.99,1267931.64,51569.65,4.2397
